Player_Id,Full_Name,Air_Duels_Won,Interceptions,Clearances,Turnovers,Loose_Ball_Duels_Won,Defensive_Duels_Won
25413,Alexandre  Lacazette,0.9477841158402808,0.19745502413339183,0.15796401930671347,5.410267661254936,1.184730144800351,0.9477841158402808
370224,Rob  Holding,2.8125,3.4375,2.6041666666666665,7.5,2.2916666666666665,1.9791666666666667
3319,Mesut  Özil,0.0,0.5992010652463382,0.15978695073235685,9.027962716378163,0.5992010652463382,0.7190412782956058
120339,Mohamed Naser  Elsayed Elneny,0.8008898776418243,2.3025583982202447,0.9010011123470523,5.305895439377085,0.9010011123470523,1.4015572858731924
167145,Héctor  Bellerín Moruno,1.1592836946277096,1.8378887841658813,1.244109330819981,8.058435438265787,1.3006597549481622,1.1310084825636193
8653,Harry   Maguire,3.363078639152259,3.011712214166202,2.58505298382599,7.027328499721138,2.158393753485778,2.359174567763525
8013,Marc  Albrighton,0.510590015128593,0.9871406959152799,0.6467473524962178,12.866868381240545,1.3956127080181544,1.2594553706505296
49876,Granit  Xhaka,1.0106382978723405,1.8351063829787233,1.25,9.042553191489361,1.4361702127659575,1.622340425531915
14869,Sead  Kolašinac,1.8531781557743956,1.450313339301701,1.2891674127126231,8.46016114592659,1.0071620411817368,1.6517457475380484
3560,Ignacio  Monreal Eraso,2.3825789923142615,2.3825789923142615,1.6524338172502135,6.379163108454312,1.4987190435525193,1.690862510674637
265366,Onyinye Wilfred  Ndidi,3.715323645970938,3.5072655217965654,1.7833553500660502,8.738441215323647,2.288639365918098,3.0317040951122856
14853,Christian  Fuchs,2.8444444444444446,2.533333333333333,2.0,10.266666666666667,1.5555555555555556,2.0444444444444443
14763,Shinji  Okazaki,2.096069868995633,0.5240174672489083,0.1965065502183406,4.847161572052402,1.7685589519650655,0.7860262008733624
12829,Jamie  Vardy,2.029673590504451,0.10682492581602374,0.2403560830860534,3.658753709198813,1.0415430267062316,0.4540059347181009
7882,Petr  Čech,0.5674653215636822,1.1349306431273645,0.510718789407314,2.4117276166456496,0.02837326607818411,0.0
192748,Matty  James,1.7374517374517375,2.171814671814672,1.5637065637065637,5.55984555984556,1.1293436293436294,1.1293436293436294
7945,Daniel Nii  Tackie Mensah Welbeck,1.6299212598425197,0.49606299212598426,0.6377952755905512,3.8976377952755907,1.062992125984252,0.9921259842519685
149019,Danny  Simpson,1.5730337078651686,2.6591760299625467,2.5093632958801497,7.378277153558052,0.8239700374531835,1.3108614232209739
8488,Wes  Morgan,3.256679066621576,2.1609739600946907,2.5870815015218125,3.895840378762259,1.7044301657084884,1.5218126479540075
7868,Alex  Oxlade-Chamberlain,0.7433920704845814,1.0903083700440528,0.5947136563876652,8.226872246696034,1.6354625550660793,1.1894273127753303
8480,Kasper  Schmeichel,0.37681159420289856,0.6666666666666666,0.3188405797101449,4.115942028985507,0.11594202898550725,0.0
26150,Riyad  Mahrez,0.7639569049951028,0.940254652301665,0.1762977473065622,7.257590597453477,1.0871694417238003,0.940254652301665
26010,Olivier  Giroud,5.187557182067704,0.6587374199451053,0.32936870997255263,6.258005489478499,1.8115279048490394,0.7410795974382434
7870,Aaron  Ramsey,0.4216553878188444,1.3118167621030714,0.32795419052576785,8.573659552316501,1.8271733472149922,1.2181155648099948
217078,Daniel  Amartey,2.8290766208251474,2.1218074656188604,1.9449901768172888,6.18860510805501,0.5304518664047151,0.5304518664047151
7879,Theo   Walcott,0.2795031055900621,0.34937888198757766,0.6987577639751553,6.218944099378882,0.9782608695652174,0.9083850931677019
285508,Kelechi Promise  Iheanacho,0.5079006772009029,0.40632054176072235,0.10158013544018059,4.469525959367946,1.4221218961625282,0.6094808126410836
283142,Demarai  Gray,0.3015075376884422,0.6532663316582915,0.5025125628140703,6.884422110552764,1.256281407035176,0.6532663316582915
8325,Sergio Leonel  Agüero del Castillo,0.7065750736015701,0.08832188420019627,0.17664376840039253,4.1511285574092245,0.7948969578017664,0.22080471050049066
105339,Fernando Luiz  Rosa,3.079734219269103,2.4817275747508307,0.7774086378737541,6.966777408637873,1.5548172757475083,1.9435215946843853
70086,Nicolás Hernán  Otamendi,2.900418949403803,1.8562681276184338,1.9722848855945858,5.365775056397035,1.5082178536899775,1.5662262326780534
8307,Vincent  Kompany,2.845360824742268,2.288659793814433,2.0412371134020617,4.88659793814433,1.9793814432989691,1.1134020618556701
9380,John  Stones,2.385861561119293,1.7231222385861562,1.5905743740795286,1.9219440353460973,0.5301914580265096,0.9278350515463918
9097,Lewis  Dunk,3.109550561797753,2.047752808988764,3.640449438202247,6.24438202247191,2.199438202247191,1.7696629213483146
8277,Kyle  Walker,2.2329427980702965,2.1399035148173673,1.2405237767057202,8.218470020675396,1.1474844934527912,1.4266023432115782
3657,Tomer  Hemed,6.828992072480181,0.6115515288788222,0.7134767836919592,4.178935447338619,1.7327293318233297,0.5096262740656852
466,Davy  Pröpper,1.1395923409512045,2.974058060531192,1.3619518221124152,7.171093267449042,1.1117974058060531,1.528721432983323
15526,Pascal  Groß,0.33011003667889294,0.5101700566855618,0.3901300433477826,9.063021007002334,1.3204401467155717,1.110370123374458
8086,Dale  Stephens,0.7475526549985168,3.016908929101157,1.0679323642835954,6.194007712844853,1.3082171462474044,1.5752002373183032
71654,Ederson  Santana de Moraes,0.4854659874138448,0.943961642193587,0.4854659874138448,1.5103386275097392,0.16182199580461493,0.02697033263410249
247248,Solly  March,0.9230769230769231,0.6923076923076923,1.1538461538461537,8.261538461538462,1.8,1.6153846153846154
